CK1249_metscf_92	MH859709	326	80.982	19792	20097	323	128	8.72e-60	Mortierella globalpina
CK1249_metscf_1235	MT784100	110	95.455	3794	3901	5445	93	4.84e-41	Drosera intermedia
CK1249_metscf_1235	MF004311	110	95.455	3794	3901	5190	93	4.84e-41	Aspergillus keveii
CK1249_metscf_1235	EU167598	110	95.455	3794	3901	5116	93	4.84e-41	Mycosphaerella stromatosa
CK1249_metscf_1235	EU040243	110	95.455	3794	3901	3387	93	4.84e-41	Toxicocladosporium irritans
CK1249_metscf_1235	GU214688	110	95.455	3794	3901	5073	93	4.84e-41	Epicoleosporium ramularioides
CK1249_metscf_1235	KF737866	110	95.455	3794	3901	5415	93	4.84e-41	Pseudozyma sp. GHG001
CK1249_metscf_1235	GU214669	110	95.455	3794	3901	5406	93	4.84e-41	Phacellium paspali
CK1249_metscf_1235	GU214695	110	95.455	3794	3901	5079	93	4.84e-41	Xenoramularia polygonicola
CK1249_metscf_1235	GU214689	110	95.455	3794	3901	5071	93	4.84e-41	Cercosporella acroptili
CK1249_metscf_1235	GU214693	110	95.455	3794	3901	5068	93	4.84e-41	Ramularia stellariicola
CK1249_metscf_1387	EU040243	2531	89.293	5213	7735	1090	1707	0.0	Toxicocladosporium irritans
CK1249_metscf_1387	EU040243	416	82.452	4461	4873	503	193	1.03e-96	Toxicocladosporium irritans
CK1249_metscf_1387	EU040243	149	91.946	4042	4190	184	113	3.06e-52	Toxicocladosporium irritans
CK1249_metscf_1387	GU214693	2528	89.122	5214	7734	2773	1692	0.0	Ramularia stellariicola
CK1249_metscf_1387	GU214693	1734	89.735	2142	3862	8	1188	0.0	Ramularia stellariicola
CK1249_metscf_1387	GU214693	423	81.560	4461	4878	2190	180	1.74e-89	Ramularia stellariicola
CK1249_metscf_1387	GU214693	154	92.857	4037	4190	1874	121	1.09e-56	Ramularia stellariicola
CK1249_metscf_1387	EU167598	2529	89.047	5214	7734	2823	1685	0.0	Mycosphaerella stromatosa
CK1249_metscf_1387	EU167598	1700	89.882	2175	3862	1	1173	0.0	Mycosphaerella stromatosa
CK1249_metscf_1387	EU167598	434	81.336	4461	4887	2240	180	1.74e-89	Mycosphaerella stromatosa
CK1249_metscf_1387	EU167598	155	90.323	4036	4190	1921	110	1.42e-50	Mycosphaerella stromatosa
CK1249_metscf_1387	GU214689	2528	88.964	5214	7734	2776	1680	0.0	Cercosporella acroptili
CK1249_metscf_1387	GU214689	1734	89.735	2142	3862	11	1188	0.0	Cercosporella acroptili
CK1249_metscf_1387	GU214689	423	81.797	4461	4878	2193	183	3.74e-91	Cercosporella acroptili
CK1249_metscf_1387	GU214689	154	92.857	4037	4190	1877	121	1.09e-56	Cercosporella acroptili
CK1249_metscf_1387	GU214688	2529	88.770	5214	7734	2780	1664	0.0	Epicoleosporium ramularioides
CK1249_metscf_1387	GU214688	1735	89.625	2142	3862	8	1183	0.0	Epicoleosporium ramularioides
CK1249_metscf_1387	GU214688	432	81.250	4461	4887	2199	180	1.74e-89	Epicoleosporium ramularioides
CK1249_metscf_1387	GU214688	149	91.946	4042	4190	1881	113	3.06e-52	Epicoleosporium ramularioides
CK1249_metscf_1387	EU019250	2532	88.665	5213	7734	1153	1658	0.0	Stenella araguata
CK1249_metscf_1387	EU019250	432	80.787	4461	4887	572	174	3.77e-86	Stenella araguata
CK1249_metscf_1387	EU019250	155	91.613	4036	4190	237	116	6.58e-54	Stenella araguata
CK1249_metscf_1387	GU214695	2531	88.621	5214	7734	2785	1653	0.0	Xenoramularia polygonicola
CK1249_metscf_1387	GU214695	1747	89.353	2127	3862	1	1178	0.0	Xenoramularia polygonicola
CK1249_metscf_1387	GU214695	420	80.476	4473	4887	2214	165	3.79e-81	Xenoramularia polygonicola
CK1249_metscf_1387	GU214695	154	92.208	4028	4181	1865	117	1.83e-54	Xenoramularia polygonicola
CK1249_metscf_1387	MF004311	2584	88.042	5215	7784	2887	1642	0.0	Aspergillus keveii
CK1249_metscf_1387	MF004311	1813	87.424	2065	3862	1	1114	0.0	Aspergillus keveii
CK1249_metscf_1387	MF004311	429	80.886	4461	4887	2292	180	1.74e-89	Aspergillus keveii
CK1249_metscf_1387	MF004311	147	89.796	4039	4185	1953	102	3.99e-46	Aspergillus keveii
CK1249_metscf_1387	AB243296	1834	90.894	2065	3862	1	1310	0.0	Schizosaccharomyces japonicus
CK1249_metscf_1387	AB243296	1314	90.335	6668	7971	4549	922	0.0	Schizosaccharomyces japonicus
CK1249_metscf_1387	AB243296	1366	89.019	5214	6568	3056	908	0.0	Schizosaccharomyces japonicus
CK1249_metscf_1387	AB243296	446	83.184	4453	4889	2435	215	6.08e-109	Schizosaccharomyces japonicus
CK1249_metscf_1387	AB243296	159	91.195	4039	4195	2011	115	2.36e-53	Schizosaccharomyces japonicus
CK1249_metscf_1387	AB035588	1788	90.101	2086	3862	1	1248	0.0	Cryptococcus fragicola
CK1249_metscf_1387	AB035588	176	93.750	4034	4209	1888	141	8.33e-68	Cryptococcus fragicola
CK1249_metscf_1687	KT336719	285	87.719	1	282	4791	177	5.30e-88	Candida neorugosa
CK1249_metscf_1687	KT336720	226	92.478	1	226	4837	174	2.47e-86	Candida ranongensis
CK1249_metscf_1687	AB243296	460	80.000	1	450	5389	174	2.47e-86	Schizosaccharomyces japonicus
CK1249_metscf_1687	KT336722	226	92.478	1	226	4749	174	2.47e-86	Candida sp. NRRL Y-27665
CK1249_metscf_1687	AY198400	220	91.818	1	220	5430	165	2.48e-81	Nakaseomyces delphensis
CK1249_metscf_1687	KT276332	226	91.150	1	226	5039	165	2.48e-81	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_1687	AM943655	485	79.175	1	462	5392	163	3.21e-80	Zygosaccharomyces rouxii
CK1249_metscf_1687	FJ422506	226	90.265	1	226	5314	159	5.38e-78	Eremothecium sinecaudum
CK1249_metscf_1687	EU143316	217	91.244	1	216	4559	159	5.38e-78	Metschnikowia cubensis
CK1249_metscf_1687	KF647736	216	91.204	1	216	4554	159	5.38e-78	Metschnikowia dekortorum
CK1249_metscf_1711	MT784100	101	92.079	2673	2773	5349	77	2.00e-32	Drosera intermedia
CK1249_metscf_1711	MF004311	101	92.079	2673	2773	5094	77	2.00e-32	Aspergillus keveii
CK1249_metscf_1711	EU167598	101	92.079	2673	2773	5020	77	2.00e-32	Mycosphaerella stromatosa
CK1249_metscf_1711	EU040243	101	92.079	2673	2773	3291	77	2.00e-32	Toxicocladosporium irritans
CK1249_metscf_1711	GU214688	101	92.079	2673	2773	4977	77	2.00e-32	Epicoleosporium ramularioides
CK1249_metscf_1711	KF737866	101	92.079	2673	2773	5319	77	2.00e-32	Pseudozyma sp. GHG001
CK1249_metscf_1711	GU214669	101	92.079	2673	2773	5310	77	2.00e-32	Phacellium paspali
CK1249_metscf_1711	GU214695	101	92.079	2673	2773	4983	77	2.00e-32	Xenoramularia polygonicola
CK1249_metscf_1711	GU214689	101	92.079	2673	2773	4975	77	2.00e-32	Cercosporella acroptili
CK1249_metscf_1711	GU214693	101	92.079	2673	2773	4972	77	2.00e-32	Ramularia stellariicola
CK1249_metscf_1855	MT784100	93	95.699	4100	4192	5418	81	9.96e-35	Drosera intermedia
CK1249_metscf_1855	MF004311	93	95.699	4100	4192	5163	81	9.96e-35	Aspergillus keveii
CK1249_metscf_1855	EU167598	93	95.699	4100	4192	5089	81	9.96e-35	Mycosphaerella stromatosa
CK1249_metscf_1855	EU040243	93	95.699	4100	4192	3360	81	9.96e-35	Toxicocladosporium irritans
CK1249_metscf_1855	GU214688	93	95.699	4100	4192	5046	81	9.96e-35	Epicoleosporium ramularioides
CK1249_metscf_1855	KF737866	93	95.699	4100	4192	5388	81	9.96e-35	Pseudozyma sp. GHG001
CK1249_metscf_1855	GU214669	93	95.699	4100	4192	5379	81	9.96e-35	Phacellium paspali
CK1249_metscf_1855	GU214695	93	95.699	4100	4192	5052	81	9.96e-35	Xenoramularia polygonicola
CK1249_metscf_1855	GU214689	93	95.699	4100	4192	5044	81	9.96e-35	Cercosporella acroptili
CK1249_metscf_1855	GU214693	93	95.699	4100	4192	5041	81	9.96e-35	Ramularia stellariicola
CK1249_metscf_1933	JQ612155	217	92.166	434	650	5305	166	5.13e-82	Candida tunisiensis
CK1249_metscf_1933	AB243296	217	92.166	434	650	5495	165	1.84e-81	Schizosaccharomyces japonicus
CK1249_metscf_1933	KF647736	217	91.705	434	650	4661	163	2.39e-80	Metschnikowia dekortorum
CK1249_metscf_1933	KT336720	217	91.705	434	650	4943	162	8.58e-80	Candida ranongensis
CK1249_metscf_1933	FJ422506	217	91.705	434	650	5420	162	8.58e-80	Eremothecium sinecaudum
CK1249_metscf_1933	KT276332	217	91.705	434	650	5145	162	8.58e-80	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_1933	KT336722	217	91.705	434	650	4855	162	8.58e-80	Candida sp. NRRL Y-27665
CK1249_metscf_1933	EU143316	218	91.284	434	650	4666	160	1.11e-78	Metschnikowia cubensis
CK1249_metscf_1933	DQ641238	218	91.284	434	650	4670	160	1.11e-78	Metschnikowia continentalis
CK1249_metscf_1933	AY198400	217	91.244	434	650	5536	159	3.99e-78	Nakaseomyces delphensis
CK1249_metscf_1982	MT784100	106	93.396	1	106	5477	84	1.85e-36	Drosera intermedia
CK1249_metscf_1982	MG491499	106	93.396	1	106	5290	84	1.85e-36	Coniochaeta hoffmannii
CK1249_metscf_1982	MF004311	106	93.396	1	106	5222	84	1.85e-36	Aspergillus keveii
CK1249_metscf_1982	EU167598	106	93.396	1	106	5148	84	1.85e-36	Mycosphaerella stromatosa
CK1249_metscf_1982	EU040243	106	93.396	1	106	3419	84	1.85e-36	Toxicocladosporium irritans
CK1249_metscf_1982	GU214688	106	93.396	1	106	5105	84	1.85e-36	Epicoleosporium ramularioides
CK1249_metscf_1982	KF737866	106	93.396	1	106	5447	84	1.85e-36	Pseudozyma sp. GHG001
CK1249_metscf_1982	GU214669	106	93.396	1	106	5438	84	1.85e-36	Phacellium paspali
CK1249_metscf_1982	GU214695	106	93.396	1	106	5111	84	1.85e-36	Xenoramularia polygonicola
CK1249_metscf_1982	GU214689	106	93.396	1	106	5103	84	1.85e-36	Cercosporella acroptili
CK1249_metscf_2028	MT784100	143	95.804	980	1122	5481	125	2.78e-59	Drosera intermedia
CK1249_metscf_2028	MF004311	143	95.804	980	1122	5226	125	2.78e-59	Aspergillus keveii
CK1249_metscf_2028	EU167598	143	95.804	980	1122	5152	125	2.78e-59	Mycosphaerella stromatosa
CK1249_metscf_2028	EU040243	143	95.804	980	1122	3423	125	2.78e-59	Toxicocladosporium irritans
CK1249_metscf_2028	GU214688	143	95.804	980	1122	5109	125	2.78e-59	Epicoleosporium ramularioides
CK1249_metscf_2028	KF737866	143	95.804	980	1122	5451	125	2.78e-59	Pseudozyma sp. GHG001
CK1249_metscf_2028	GU214669	143	95.804	980	1122	5442	125	2.78e-59	Phacellium paspali
CK1249_metscf_2028	GU214695	143	95.804	980	1122	5115	125	2.78e-59	Xenoramularia polygonicola
CK1249_metscf_2028	GU214689	143	95.804	980	1122	5107	125	2.78e-59	Cercosporella acroptili
CK1249_metscf_2028	GU214693	143	95.804	980	1122	5104	125	2.78e-59	Ramularia stellariicola
CK1249_metscf_2059	JQ612155	113	91.150	1	113	5284	83	5.88e-36	Candida tunisiensis
CK1249_metscf_2059	KF647736	113	91.150	1	113	4640	83	5.88e-36	Metschnikowia dekortorum
CK1249_metscf_2059	AF061799	113	91.150	1	113	4124	83	5.88e-36	Hydrolagus colliei
CK1249_metscf_2059	KU356790	113	91.150	1	113	6269	83	5.88e-36	Centropyge nox
CK1249_metscf_2059	KU356791	113	91.150	1	113	6297	83	5.88e-36	Genicanthus lamarck
CK1249_metscf_2059	KU240018	113	91.150	1	113	6335	83	5.88e-36	Apolemichthys arcuatus
CK1249_metscf_2059	KU244240	113	91.150	1	113	6398	83	5.88e-36	Pygoplites diacanthus
CK1249_metscf_2059	KU356781	113	91.150	1	113	6403	83	5.88e-36	Centropyge venusta
CK1249_metscf_2059	KU244244	113	91.150	1	113	6411	83	5.88e-36	Chaetodontoplus mesoleucus
CK1249_metscf_2059	KU363797	113	91.150	1	113	6414	83	5.88e-36	Centropyge flavissima
CK1249_metscf_2106	AB243296	204	95.588	2800	3003	5480	176	1.09e-87	Schizosaccharomyces japonicus
CK1249_metscf_2106	JQ612155	204	94.608	2800	3003	5290	171	6.55e-85	Candida tunisiensis
CK1249_metscf_2106	KY753844	198	95.455	2806	3003	5985	171	6.55e-85	Pisione sp. YZ-2018
CK1249_metscf_2106	AM943655	204	94.608	2800	3003	5483	170	2.36e-84	Zygosaccharomyces rouxii
CK1249_metscf_2106	MT784100	199	94.975	2805	3003	5526	168	3.05e-83	Drosera intermedia
CK1249_metscf_2106	KF647736	204	94.118	2800	3003	4646	168	3.05e-83	Metschnikowia dekortorum
CK1249_metscf_2106	KT989337	198	94.949	2806	3003	5989	168	3.05e-83	Glycera cf. tridactyla FS19
CK1249_metscf_2106	KT989343	198	94.949	2806	3003	6107	168	3.05e-83	Glycera americana
CK1249_metscf_2106	KT989346	198	94.949	2806	3003	6120	168	3.05e-83	Glycera cf. capitata FS09
CK1249_metscf_2106	KT989334	198	94.949	2806	3003	6152	168	3.05e-83	Glycera nicobarica
CK1249_metscf_2163	KT336720	320	87.500	1794	2111	4745	195	2.71e-98	Candida ranongensis
CK1249_metscf_2163	KT336722	320	87.500	1794	2111	4657	195	2.71e-98	Candida sp. NRRL Y-27665
CK1249_metscf_2163	KT336719	385	84.156	1794	2172	4699	193	3.51e-97	Candida neorugosa
CK1249_metscf_2163	AY198400	319	87.147	1794	2110	5338	191	4.54e-96	Nakaseomyces delphensis
CK1249_metscf_2163	AB243296	331	86.405	1792	2119	5295	189	5.87e-95	Schizosaccharomyces japonicus
CK1249_metscf_2163	FJ422506	320	86.562	1794	2111	5222	186	2.73e-93	Eremothecium sinecaudum
CK1249_metscf_2163	KT276332	320	86.562	1794	2111	4947	186	2.73e-93	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_2163	JQ612155	315	86.667	1794	2106	5106	185	9.82e-93	Candida tunisiensis
CK1249_metscf_2163	AM943655	320	86.250	1794	2110	5300	182	4.57e-91	Zygosaccharomyces rouxii
CK1249_metscf_2163	EU143316	315	86.032	1794	2105	4467	178	7.65e-89	Metschnikowia cubensis
CK1249_metscf_2214	MT784100	89	96.629	2	90	5418	80	2.12e-34	Drosera intermedia
CK1249_metscf_2214	MF004311	89	96.629	2	90	5163	80	2.12e-34	Aspergillus keveii
CK1249_metscf_2214	EU167598	89	96.629	2	90	5089	80	2.12e-34	Mycosphaerella stromatosa
CK1249_metscf_2214	EU040243	89	96.629	2	90	3360	80	2.12e-34	Toxicocladosporium irritans
CK1249_metscf_2214	GU214688	89	96.629	2	90	5046	80	2.12e-34	Epicoleosporium ramularioides
CK1249_metscf_2214	KF737866	89	96.629	2	90	5388	80	2.12e-34	Pseudozyma sp. GHG001
CK1249_metscf_2214	GU214669	89	96.629	2	90	5379	80	2.12e-34	Phacellium paspali
CK1249_metscf_2214	GU214695	89	96.629	2	90	5052	80	2.12e-34	Xenoramularia polygonicola
CK1249_metscf_2214	GU214689	89	96.629	2	90	5044	80	2.12e-34	Cercosporella acroptili
CK1249_metscf_2214	GU214693	89	96.629	2	90	5041	80	2.12e-34	Ramularia stellariicola
CK1249_metscf_2231	MT784100	104	93.269	1	103	5435	82	1.60e-35	Drosera intermedia
CK1249_metscf_2231	MF004311	104	93.269	1	103	5180	82	1.60e-35	Aspergillus keveii
CK1249_metscf_2231	EU167598	104	93.269	1	103	5106	82	1.60e-35	Mycosphaerella stromatosa
CK1249_metscf_2231	EU040243	104	93.269	1	103	3377	82	1.60e-35	Toxicocladosporium irritans
CK1249_metscf_2231	GU214688	104	93.269	1	103	5063	82	1.60e-35	Epicoleosporium ramularioides
CK1249_metscf_2231	KF737866	104	93.269	1	103	5405	82	1.60e-35	Pseudozyma sp. GHG001
CK1249_metscf_2231	GU214669	104	93.269	1	103	5396	82	1.60e-35	Phacellium paspali
CK1249_metscf_2231	GU214695	104	93.269	1	103	5069	82	1.60e-35	Xenoramularia polygonicola
CK1249_metscf_2231	GU214689	104	93.269	1	103	5061	82	1.60e-35	Cercosporella acroptili
CK1249_metscf_2231	GU214693	104	93.269	1	103	5058	82	1.60e-35	Ramularia stellariicola
CK1249_metscf_2240	AB243296	569	81.547	1359	1916	5292	243	4.95e-125	Schizosaccharomyces japonicus
CK1249_metscf_2240	KT336719	382	87.435	1359	1736	4694	234	4.99e-120	Candida neorugosa
CK1249_metscf_2240	KT336720	323	90.712	1359	1680	4740	232	6.45e-119	Candida ranongensis
CK1249_metscf_2240	KT336722	323	90.712	1359	1680	4652	232	6.45e-119	Candida sp. NRRL Y-27665
CK1249_metscf_2240	AY198400	317	90.221	1359	1674	5333	223	6.50e-114	Nakaseomyces delphensis
CK1249_metscf_2240	KT276332	323	89.783	1359	1680	4942	223	6.50e-114	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_2240	AM943655	318	89.937	1359	1674	5295	220	3.02e-112	Zygosaccharomyces rouxii
CK1249_metscf_2240	FJ422506	323	89.164	1359	1680	5217	217	1.41e-110	Eremothecium sinecaudum
CK1249_metscf_2240	JQ612155	323	89.164	1359	1680	5101	217	1.41e-110	Candida tunisiensis
CK1249_metscf_2240	EU143316	314	89.809	1359	1670	4462	216	5.06e-110	Metschnikowia cubensis
CK1249_metscf_2477	MT784100	99	96.970	1	99	5500	90	3.87e-40	Drosera intermedia
CK1249_metscf_2477	MG491499	99	96.970	1	99	5313	90	3.87e-40	Coniochaeta hoffmannii
CK1249_metscf_2477	MF004311	99	96.970	1	99	5245	90	3.87e-40	Aspergillus keveii
CK1249_metscf_2477	AY198400	99	96.970	1	99	5490	90	3.87e-40	Nakaseomyces delphensis
CK1249_metscf_2477	AM943655	99	96.970	1	99	5452	90	3.87e-40	Zygosaccharomyces rouxii
CK1249_metscf_2477	EU167598	99	96.970	1	99	5171	90	3.87e-40	Mycosphaerella stromatosa
CK1249_metscf_2477	KT336720	99	96.970	1	99	4897	90	3.87e-40	Candida ranongensis
CK1249_metscf_2477	EU040243	99	96.970	1	99	3442	90	3.87e-40	Toxicocladosporium irritans
CK1249_metscf_2477	GU214688	99	96.970	1	99	5128	90	3.87e-40	Epicoleosporium ramularioides
CK1249_metscf_2477	KF737866	99	96.970	1	99	5470	90	3.87e-40	Pseudozyma sp. GHG001
CK1249_metscf_2529	KT336719	293	87.372	650	939	4783	179	1.20e-89	Candida neorugosa
CK1249_metscf_2529	AB243296	480	79.792	650	1119	5381	179	1.20e-89	Schizosaccharomyces japonicus
CK1249_metscf_2529	KT336720	234	91.880	650	883	4829	176	5.59e-88	Candida ranongensis
CK1249_metscf_2529	KT336722	234	91.880	650	883	4741	176	5.59e-88	Candida sp. NRRL Y-27665
CK1249_metscf_2529	AY198400	228	91.228	650	877	5422	167	5.63e-83	Nakaseomyces delphensis
CK1249_metscf_2529	KT276332	234	90.598	650	883	5031	167	5.63e-83	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_2529	AM943655	493	79.108	650	1119	5384	165	7.28e-82	Zygosaccharomyces rouxii
CK1249_metscf_2529	FJ422506	234	89.744	650	883	5306	161	1.22e-79	Eremothecium sinecaudum
CK1249_metscf_2529	EU143316	225	90.667	650	873	4551	161	1.22e-79	Metschnikowia cubensis
CK1249_metscf_2529	KF647736	224	90.625	650	873	4546	161	1.22e-79	Metschnikowia dekortorum
CK1249_metscf_2551	KT336720	147	93.878	1345	1489	4827	118	9.39e-56	Candida ranongensis
CK1249_metscf_2551	JQ612155	143	94.406	1345	1486	5188	118	9.39e-56	Candida tunisiensis
CK1249_metscf_2551	KT336722	147	93.878	1345	1489	4739	118	9.39e-56	Candida sp. NRRL Y-27665
CK1249_metscf_2551	KF647736	144	93.750	1345	1487	4544	116	1.21e-54	Metschnikowia dekortorum
CK1249_metscf_2551	KT336719	147	93.197	1345	1489	4781	115	4.37e-54	Candida neorugosa
CK1249_metscf_2551	AM943655	150	92.000	1345	1493	5382	113	5.65e-53	Zygosaccharomyces rouxii
CK1249_metscf_2551	EU143316	145	93.103	1345	1487	4549	113	5.65e-53	Metschnikowia cubensis
CK1249_metscf_2551	DQ641238	145	93.103	1345	1487	4553	113	5.65e-53	Metschnikowia continentalis
CK1249_metscf_2551	FJ422506	147	92.517	1345	1489	5304	112	2.03e-52	Eremothecium sinecaudum
CK1249_metscf_2551	KT276332	147	92.517	1345	1489	5029	112	2.03e-52	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_2820	MT784100	82	96.341	1001	1082	5330	73	6.99e-31	Drosera intermedia
CK1249_metscf_2820	MF004311	82	96.341	1001	1082	5075	73	6.99e-31	Aspergillus keveii
CK1249_metscf_2820	EU167598	82	96.341	1001	1082	5001	73	6.99e-31	Mycosphaerella stromatosa
CK1249_metscf_2820	EU040243	82	96.341	1001	1082	3272	73	6.99e-31	Toxicocladosporium irritans
CK1249_metscf_2820	GU214688	82	96.341	1001	1082	4958	73	6.99e-31	Epicoleosporium ramularioides
CK1249_metscf_2820	KF737866	82	96.341	1001	1082	5300	73	6.99e-31	Pseudozyma sp. GHG001
CK1249_metscf_2820	GU214669	82	96.341	1001	1082	5291	73	6.99e-31	Phacellium paspali
CK1249_metscf_2820	GU214695	82	96.341	1001	1082	4964	73	6.99e-31	Xenoramularia polygonicola
CK1249_metscf_2820	GU214689	82	96.341	1001	1082	4956	73	6.99e-31	Cercosporella acroptili
CK1249_metscf_2820	GU214693	82	96.341	1001	1082	4953	73	6.99e-31	Ramularia stellariicola
CK1249_metscf_3497	KT336719	336	89.286	137	469	5072	225	9.38e-116	Candida neorugosa
CK1249_metscf_3497	KT336720	277	93.502	193	469	5061	222	4.36e-114	Candida ranongensis
CK1249_metscf_3497	KT336722	277	93.502	193	469	4973	222	4.36e-114	Candida sp. NRRL Y-27665
CK1249_metscf_3497	AY198400	271	92.989	199	469	5648	213	4.39e-109	Nakaseomyces delphensis
CK1249_metscf_3497	KT276332	277	92.419	193	469	5263	213	4.39e-109	Spathaspora sp. UFMG-CM-Y306
CK1249_metscf_3497	AM943655	272	92.647	199	469	5610	210	2.04e-107	Zygosaccharomyces rouxii
CK1249_metscf_3497	AB243296	470	82.128	10	469	5798	208	2.64e-106	Schizosaccharomyces japonicus
CK1249_metscf_3497	FJ422506	277	91.697	193	469	5538	207	9.51e-106	Eremothecium sinecaudum
CK1249_metscf_3497	EU143316	268	92.537	203	469	4774	207	9.51e-106	Metschnikowia cubensis
CK1249_metscf_3497	KF647736	267	92.509	203	469	4769	207	9.51e-106	Metschnikowia dekortorum
CK1249_metscf_5805	MT784100	97	96.907	1	97	5390	88	2.25e-40	Drosera intermedia
CK1249_metscf_5805	MG491499	97	96.907	1	97	5203	88	2.25e-40	Coniochaeta hoffmannii
CK1249_metscf_5805	MF004311	97	96.907	1	97	5135	88	2.25e-40	Aspergillus keveii
CK1249_metscf_5805	AY198400	97	96.907	1	97	5380	88	2.25e-40	Nakaseomyces delphensis
CK1249_metscf_5805	AM943655	97	96.907	1	97	5342	88	2.25e-40	Zygosaccharomyces rouxii
CK1249_metscf_5805	EU167598	97	96.907	1	97	5061	88	2.25e-40	Mycosphaerella stromatosa
CK1249_metscf_5805	KT336720	97	96.907	1	97	4787	88	2.25e-40	Candida ranongensis
CK1249_metscf_5805	EU040243	97	96.907	1	97	3332	88	2.25e-40	Toxicocladosporium irritans
