NRRL_1492_metscf_20	MN174867	144	87.500	63261	63404	4415	88	2.50e-37	Trillidium govanianum
NRRL_1492_metscf_238	KT736106	79	98.734	24031	24109	2433	76	5.83e-31	Mucor lilianae
NRRL_1492_metscf_454	KF647736	193	87.565	1928	2117	4635	119	5.04e-55	Metschnikowia dekortorum
NRRL_1492_metscf_454	AY198400	169	89.941	1950	2117	5487	117	6.52e-54	Nakaseomyces delphensis
NRRL_1492_metscf_454	AM943655	169	89.941	1950	2117	5449	117	6.52e-54	Zygosaccharomyces rouxii
NRRL_1492_metscf_454	KT336720	169	89.941	1950	2117	4894	117	6.52e-54	Candida ranongensis
NRRL_1492_metscf_454	KT336719	169	89.941	1950	2117	4848	117	6.52e-54	Candida neorugosa
NRRL_1492_metscf_454	FJ422506	169	89.941	1950	2117	5371	117	6.52e-54	Eremothecium sinecaudum
NRRL_1492_metscf_454	KT276332	169	89.941	1950	2117	5096	117	6.52e-54	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_454	EU143316	169	89.941	1950	2117	4616	117	6.52e-54	Metschnikowia cubensis
NRRL_1492_metscf_454	KT336722	169	89.941	1950	2117	4806	117	6.52e-54	Candida sp. NRRL Y-27665
NRRL_1492_metscf_454	DQ641238	169	89.941	1950	2117	4620	117	6.52e-54	Metschnikowia continentalis
NRRL_1492_metscf_603	KT736103	149	95.302	16981	17129	1137	128	3.94e-60	Mucor rudolphii
NRRL_1492_metscf_603	KT736106	149	95.302	16981	17129	1040	128	3.94e-60	Mucor lilianae
NRRL_1492_metscf_603	KF651080	149	93.960	16981	17129	1132	122	8.53e-57	Colponema vietnamica
NRRL_1492_metscf_603	AY372365	149	93.960	16981	17129	1105	122	8.53e-57	Rhinosporidium sp. ex Canis familiaris
NRRL_1492_metscf_603	AF399715	149	93.960	16981	17129	1112	122	8.53e-57	Rhinosporidium cygnus
NRRL_1492_metscf_603	MK007562	149	93.960	16981	17129	1070	122	8.53e-57	N/A
NRRL_1492_metscf_603	KM245128	149	93.960	16981	17129	1138	122	8.53e-57	Chytriodinium sp. Atlantic
NRRL_1492_metscf_603	KF651068	149	93.960	16981	17129	1086	122	8.53e-57	Colponema edaphicum
NRRL_1492_metscf_603	AY532651	149	93.960	16981	17129	1138	122	8.53e-57	Pneumocystis murina
NRRL_1492_metscf_603	KY670632	149	93.960	16981	17129	1138	122	8.53e-57	Leucettidae sp. Sp11
NRRL_1492_metscf_652	KT736103	210	90.952	9444	9653	3293	153	4.66e-74	Mucor rudolphii
NRRL_1492_metscf_652	KT736106	210	90.952	9444	9653	3195	153	4.66e-74	Mucor lilianae
NRRL_1492_metscf_857	KT736103	130	94.615	14256	14385	1274	109	9.78e-50	Mucor rudolphii
NRRL_1492_metscf_857	KT736106	130	94.615	14256	14385	1177	109	9.78e-50	Mucor lilianae
NRRL_1492_metscf_857	KF651080	130	93.846	14256	14385	1269	106	4.55e-48	Colponema vietnamica
NRRL_1492_metscf_857	AY372365	130	93.846	14256	14385	1242	106	4.55e-48	Rhinosporidium sp. ex Canis familiaris
NRRL_1492_metscf_857	AF399715	130	93.846	14256	14385	1249	106	4.55e-48	Rhinosporidium cygnus
NRRL_1492_metscf_857	MK007562	130	93.846	14256	14385	1207	106	4.55e-48	N/A
NRRL_1492_metscf_857	KM245128	130	93.846	14256	14385	1275	106	4.55e-48	Chytriodinium sp. Atlantic
NRRL_1492_metscf_857	KF651068	130	93.846	14256	14385	1223	106	4.55e-48	Colponema edaphicum
NRRL_1492_metscf_857	AY532651	130	93.846	14256	14385	1275	106	4.55e-48	Pneumocystis murina
NRRL_1492_metscf_857	KY670632	130	93.846	14256	14385	1275	106	4.55e-48	Leucettidae sp. Sp11
NRRL_1492_metscf_1140	MF004311	182	84.615	1085	1262	5195	95	3.79e-42	Aspergillus keveii
NRRL_1492_metscf_1140	EU040243	182	84.615	1085	1262	3392	95	3.79e-42	Toxicocladosporium irritans
NRRL_1492_metscf_1140	GU214688	182	84.615	1085	1262	5078	95	3.79e-42	Epicoleosporium ramularioides
NRRL_1492_metscf_1140	KF737866	182	84.615	1085	1262	5420	95	3.79e-42	Pseudozyma sp. GHG001
NRRL_1492_metscf_1140	GU214669	182	84.615	1085	1262	5411	95	3.79e-42	Phacellium paspali
NRRL_1492_metscf_1140	GU214695	182	84.615	1085	1262	5084	95	3.79e-42	Xenoramularia polygonicola
NRRL_1492_metscf_1140	GU214689	182	84.615	1085	1262	5076	95	3.79e-42	Cercosporella acroptili
NRRL_1492_metscf_1140	GU214693	182	84.615	1085	1262	5073	95	3.79e-42	Ramularia stellariicola
NRRL_1492_metscf_1140	EU019250	182	84.615	1085	1262	3456	95	3.79e-42	Stenella araguata
NRRL_1492_metscf_1140	EU167598	182	84.066	1085	1262	5121	92	1.76e-40	Mycosphaerella stromatosa
NRRL_1492_metscf_1199	KT736103	178	92.135	6515	6692	1383	136	5.64e-65	Mucor rudolphii
NRRL_1492_metscf_1199	KT736106	178	92.135	6515	6692	1286	136	5.64e-65	Mucor lilianae
NRRL_1492_metscf_1199	KT956972	168	89.286	6526	6692	233	113	3.44e-52	Circinella sp. YNW-2016a
NRRL_1492_metscf_1199	GU327539	149	89.933	6544	6692	1354	104	3.47e-47	Papiliotrema bandonii
NRRL_1492_metscf_1199	GU327540	149	89.933	6544	6692	1354	104	3.47e-47	Fibulobasidium murrhardtense
NRRL_1492_metscf_1199	AB035588	149	89.933	6544	6692	1334	104	3.47e-47	Cryptococcus fragicola
NRRL_1492_metscf_1199	EU276014	144	90.278	6549	6692	1361	102	4.48e-46	Aurelia sp. Incheon-2006
NRRL_1492_metscf_1199	KY212123	144	90.278	6549	6692	1357	102	4.48e-46	Chrysaora pacifica
NRRL_1492_metscf_1199	AB100440	149	89.262	6544	6692	1315	101	1.61e-45	Hannaella surugaensis
NRRL_1492_metscf_1199	KU948545	143	90.210	6549	6690	155	100	5.80e-45	Thismia sp. MS-2016
NRRL_1492_metscf_1536	KT736103	1475	92.881	2674	4141	3392	1152	0.0	Mucor rudolphii
NRRL_1492_metscf_1536	KT736106	1452	92.906	2696	4141	3272	1136	0.0	Mucor lilianae
NRRL_1492_metscf_1536	KT276332	1060	92.736	473	1527	5253	823	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_1536	KT276332	1396	83.309	1614	2993	4099	672	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_1536	KT276332	432	79.630	3277	3699	2560	157	5.53e-77	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_1536	KT276332	148	87.162	3892	4036	2004	88	1.26e-38	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_1536	KT336720	1063	92.192	473	1527	5051	806	0.0	Candida ranongensis
NRRL_1492_metscf_1536	KT336720	1186	84.233	1628	2805	3902	608	0.0	Candida ranongensis
NRRL_1492_metscf_1536	KT336722	1054	92.315	473	1522	4963	806	0.0	Candida sp. NRRL Y-27665
NRRL_1492_metscf_1536	KT336722	1182	85.025	1628	2805	3821	637	0.0	Candida sp. NRRL Y-27665
NRRL_1492_metscf_1536	KT336719	1057	92.242	473	1523	5005	805	0.0	Candida neorugosa
NRRL_1492_metscf_1536	KT336719	1181	84.928	1629	2805	3856	632	0.0	Candida neorugosa
NRRL_1492_metscf_1536	GU214688	1054	92.030	477	1526	5277	797	0.0	Epicoleosporium ramularioides
NRRL_1492_metscf_1536	GU214688	1182	85.448	1629	2805	4116	651	0.0	Epicoleosporium ramularioides
NRRL_1492_metscf_1536	EU040243	1055	91.848	477	1527	3591	792	0.0	Toxicocladosporium irritans
NRRL_1492_metscf_1536	EU040243	1194	85.427	1615	2805	2443	659	0.0	Toxicocladosporium irritans
NRRL_1492_metscf_1536	EU040243	474	77.637	3256	3721	934	147	2.00e-71	Toxicocladosporium irritans
NRRL_1492_metscf_1536	GU214695	1054	91.841	477	1526	5283	791	0.0	Xenoramularia polygonicola
NRRL_1492_metscf_1536	GU214695	1181	86.198	1629	2805	4122	678	0.0	Xenoramularia polygonicola
NRRL_1492_metscf_1536	GU214689	1054	91.841	477	1526	5275	791	0.0	Cercosporella acroptili
NRRL_1492_metscf_1536	GU214689	1180	86.102	1629	2805	4114	675	0.0	Cercosporella acroptili
NRRL_1492_metscf_1621	KT736103	1879	97.126	9	1880	1877	1712	0.0	Mucor rudolphii
NRRL_1492_metscf_1621	KT736106	1782	96.970	9	1783	1780	1615	0.0	Mucor lilianae
NRRL_1492_metscf_1621	GU327540	1084	85.332	66	1139	1802	588	0.0	Fibulobasidium murrhardtense
NRRL_1492_metscf_1621	GU327540	641	87.676	1259	1893	633	396	0.0	Fibulobasidium murrhardtense
NRRL_1492_metscf_1621	GU327539	1090	85.321	64	1139	1804	587	0.0	Papiliotrema bandonii
NRRL_1492_metscf_1621	GU327539	643	86.936	1259	1893	633	381	0.0	Papiliotrema bandonii
NRRL_1492_metscf_1621	EU517064	1092	84.982	59	1139	1794	580	0.0	Derxomyces yunnanensis
NRRL_1492_metscf_1621	EU517064	629	87.281	1259	1881	619	381	0.0	Derxomyces yunnanensis
NRRL_1492_metscf_1621	EU517056	1092	84.890	59	1139	1794	577	0.0	Derxomyces hainanensis
NRRL_1492_metscf_1621	EU517056	629	87.281	1259	1881	619	381	0.0	Derxomyces hainanensis
NRRL_1492_metscf_1621	EU517060	1092	84.890	59	1139	1794	577	0.0	Derxomyces qinlingensis
NRRL_1492_metscf_1621	EU517060	629	87.281	1259	1881	619	381	0.0	Derxomyces qinlingensis
NRRL_1492_metscf_1621	EU517059	1092	84.890	59	1139	1794	577	0.0	Derxomyces pseudocylindrica
NRRL_1492_metscf_1621	EU517059	629	86.963	1259	1881	619	375	0.0	Derxomyces pseudocylindrica
NRRL_1492_metscf_1621	EU517063	1092	84.799	59	1139	1794	574	0.0	Derxomyces wuzhishanensis
NRRL_1492_metscf_1621	EU517063	630	87.302	1259	1881	619	381	0.0	Derxomyces wuzhishanensis
NRRL_1492_metscf_1621	EU517058	1097	84.686	54	1139	1798	572	0.0	Derxomyces linzhiensis
NRRL_1492_metscf_1621	EU517058	629	87.599	1259	1881	619	387	0.0	Derxomyces linzhiensis
NRRL_1492_metscf_2767	AB243296	443	84.199	1	439	3914	227	6.76e-117	Schizosaccharomyces japonicus
NRRL_1492_metscf_2767	KF651068	443	81.716	1	439	3856	194	1.49e-98	Colponema edaphicum
NRRL_1492_metscf_2767	KT276332	440	81.136	1	439	3598	187	1.16e-94	Spathaspora sp. UFMG-CM-Y306
NRRL_1492_metscf_2767	JQ612155	441	80.499	1	439	3748	178	1.17e-89	Candida tunisiensis
NRRL_1492_metscf_2767	FJ422506	443	80.135	1	439	3854	171	9.12e-86	Eremothecium sinecaudum
NRRL_1492_metscf_2767	MF004311	440	79.318	1	439	3744	162	9.19e-81	Aspergillus keveii
NRRL_1492_metscf_2767	KT336720	439	79.271	1	439	3415	162	9.19e-81	Candida ranongensis
NRRL_1492_metscf_2767	KT336722	440	79.091	1	439	3336	158	1.54e-78	Candida sp. NRRL Y-27665
NRRL_1492_metscf_2767	KT336719	440	78.182	1	439	3372	146	7.20e-72	Candida neorugosa
NRRL_1492_metscf_2767	KY670632	454	77.533	1	439	4188	137	7.26e-67	Leucettidae sp. Sp11
NRRL_1492_metscf_2841	AY342318	380	78.421	5	376	6544	125	2.92e-60	Marchantia polymorpha
NRRL_1492_metscf_2841	JQ736824	381	77.428	5	376	5609	112	4.92e-53	Entosthodon obtusus
NRRL_1492_metscf_2841	MN585760	151	91.391	1	151	3448	111	1.77e-52	N/A
NRRL_1492_metscf_2841	JQ736823	156	90.385	5	160	5592	110	6.36e-52	Funaria hygrometrica
NRRL_1492_metscf_2841	KU095852	156	90.385	5	160	5507	110	6.36e-52	Tetraplodon fuegianus
NRRL_1492_metscf_2841	KT336719	171	86.550	5	173	4866	99	8.29e-46	Candida neorugosa
NRRL_1492_metscf_2841	KT336722	185	84.865	5	187	4824	98	2.98e-45	Candida sp. NRRL Y-27665
NRRL_1492_metscf_2841	AF409126	160	86.875	1	160	3828	97	1.07e-44	Chattonella subsalsa
NRRL_1492_metscf_2841	MN221417	144	88.889	5	148	5472	96	3.86e-44	Pogonia japonica
NRRL_1492_metscf_2841	KT336720	171	85.965	5	173	4912	96	3.86e-44	Candida ranongensis
NRRL_1492_metscf_3019	AF484687	285	93.684	1	282	132	229	3.27e-118	Nuclearia simplex
NRRL_1492_metscf_3019	KY249641	282	93.262	1	282	152	225	5.48e-116	Aphelidium desmodesmi
NRRL_1492_metscf_3019	JX967274	286	93.007	1	282	136	223	7.09e-115	Amoeboaphelidium sp. PML-2014
NRRL_1492_metscf_3019	KF993708	284	91.549	1	282	91	210	1.19e-107	Archaeorhizomyces sp. AM-2014
NRRL_1492_metscf_3019	EU517056	283	91.166	1	282	137	207	5.56e-106	Derxomyces hainanensis
NRRL_1492_metscf_3019	EU517060	283	91.166	1	282	137	207	5.56e-106	Derxomyces qinlingensis
NRRL_1492_metscf_3019	EU517064	283	91.166	1	282	137	207	5.56e-106	Derxomyces yunnanensis
NRRL_1492_metscf_3019	EU517057	283	91.166	1	282	137	207	5.56e-106	Derxomyces boekhoutii
NRRL_1492_metscf_3019	AY242817	284	90.845	1	282	87	204	2.59e-104	Dioszegia changbaiensis
NRRL_1492_metscf_3019	EU517063	283	90.813	1	282	137	204	2.59e-104	Derxomyces wuzhishanensis
NRRL_1492_metscf_3204	KY962518	231	100.000	1	231	6879	231	2.02e-119	Homo sapiens
NRRL_1492_metscf_3204	MH888027	231	98.268	1	231	6531	219	9.48e-113	Siren intermedia
NRRL_1492_metscf_3204	MH888025	231	98.268	1	231	6947	219	9.48e-113	Siren intermedia texana
NRRL_1492_metscf_3204	AF061799	231	97.835	1	231	2695	216	4.41e-111	Hydrolagus colliei
NRRL_1492_metscf_3204	KT445934	231	97.835	1	231	7621	216	4.41e-111	Gallus gallus
NRRL_1492_metscf_3204	KU356790	231	96.970	1	230	4721	209	3.43e-107	Centropyge nox
NRRL_1492_metscf_3204	KU356791	231	96.970	1	230	4750	209	3.43e-107	Genicanthus lamarck
NRRL_1492_metscf_3204	KU240018	231	96.970	1	230	4788	209	3.43e-107	Apolemichthys arcuatus
NRRL_1492_metscf_3204	KU244240	231	96.970	1	230	4851	209	3.43e-107	Pygoplites diacanthus
NRRL_1492_metscf_3204	KU356781	231	96.970	1	230	4856	209	3.43e-107	Centropyge venusta
NRRL_1492_metscf_4293	JF723608	112	93.750	1	111	122	90	2.07e-41	Mucor lanceolatus
NRRL_1492_metscf_5444	JF723608	84	95.238	1	83	122	71	5.25e-31	Mucor lanceolatus
NRRL_1492_metscf_5445	JF723608	84	95.238	1	83	94	71	5.25e-31	Mucor lanceolatus
