NRRL_1360_metscf_45	MN432520	88	97.727	23879	23966	5009	82	3.01e-34	Mansonella perstans
NRRL_1360_metscf_4496	KT736103	601	84.027	2793	3389	2364	309	2.62e-161	Mucor rudolphii
NRRL_1360_metscf_4496	KT736103	323	86.687	3469	3789	3075	190	3.72e-95	Mucor rudolphii
NRRL_1360_metscf_4496	KT736103	166	84.940	2440	2605	2027	89	5.20e-39	Mucor rudolphii
NRRL_1360_metscf_4496	KT736106	1550	88.774	678	2203	184	1009	0.0	Mucor lilianae
NRRL_1360_metscf_4496	KT736106	601	84.027	2793	3389	2266	309	2.62e-161	Mucor lilianae
NRRL_1360_metscf_4496	KT736106	298	86.242	3469	3764	2977	171	1.36e-84	Mucor lilianae
NRRL_1360_metscf_4496	KT736106	171	84.795	2435	2605	1925	91	4.02e-40	Mucor lilianae
NRRL_1360_metscf_4496	AB243296	1051	92.293	4923	5970	4552	804	0.0	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	AB243296	1375	84.655	3471	4833	3056	726	0.0	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	AB243296	1089	82.736	1141	2203	764	498	0.0	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	AB243296	352	90.909	678	1027	292	254	9.84e-131	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	AB243296	454	78.194	2811	3249	2452	145	3.85e-70	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	AB243296	179	85.475	388	564	1	97	1.86e-43	Schizosaccharomyces japonicus
NRRL_1360_metscf_4496	KT276332	1057	91.958	4923	5971	4203	793	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1360_metscf_4496	KT276332	1549	83.086	678	2203	244	726	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1360_metscf_4496	KT276332	1366	83.309	3470	4820	2741	661	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1360_metscf_4496	KT276332	434	79.032	2811	3231	2159	147	2.98e-71	Spathaspora sp. UFMG-CM-Y306
NRRL_1360_metscf_4496	FJ422506	1057	91.580	4932	5978	4485	779	0.0	Eremothecium sinecaudum
NRRL_1360_metscf_4496	FJ422506	1361	83.395	3471	4820	2998	665	0.0	Eremothecium sinecaudum
NRRL_1360_metscf_4496	FJ422506	1076	82.900	1141	2203	753	501	0.0	Eremothecium sinecaudum
NRRL_1360_metscf_4496	FJ422506	352	88.636	678	1027	291	230	2.16e-117	Eremothecium sinecaudum
NRRL_1360_metscf_4496	FJ422506	432	79.861	2793	3215	2392	160	1.77e-78	Eremothecium sinecaudum
NRRL_1360_metscf_4496	FJ422506	179	86.034	388	564	1	100	3.99e-45	Eremothecium sinecaudum
NRRL_1360_metscf_4496	GU214688	1055	91.185	4923	5974	4231	772	0.0	Epicoleosporium ramularioides
NRRL_1360_metscf_4496	GU214688	1373	82.593	3471	4833	2780	637	0.0	Epicoleosporium ramularioides
NRRL_1360_metscf_4496	GU214688	1082	82.255	1141	2207	686	482	0.0	Epicoleosporium ramularioides
NRRL_1360_metscf_4496	GU214688	348	90.230	678	1023	220	244	3.56e-125	Epicoleosporium ramularioides
NRRL_1360_metscf_4496	JQ612155	1074	90.782	4912	5978	4350	769	0.0	Candida tunisiensis
NRRL_1360_metscf_4496	JQ612155	1849	80.909	391	2203	2	745	0.0	Candida tunisiensis
NRRL_1360_metscf_4496	JQ612155	1367	83.614	3470	4822	2885	678	0.0	Candida tunisiensis
NRRL_1360_metscf_4496	JQ612155	447	79.642	2793	3231	2284	166	8.16e-82	Candida tunisiensis
NRRL_1360_metscf_4496	MF004311	1055	90.995	4923	5974	4348	766	0.0	Aspergillus keveii
NRRL_1360_metscf_4496	MF004311	1354	82.127	3478	4822	2893	613	0.0	Aspergillus keveii
NRRL_1360_metscf_4496	MF004311	1061	82.092	678	1716	289	472	0.0	Aspergillus keveii
NRRL_1360_metscf_4496	MF004311	399	82.957	1810	2203	1405	189	1.34e-94	Aspergillus keveii
NRRL_1360_metscf_4496	MF004311	179	85.475	388	564	1	97	1.86e-43	Aspergillus keveii
NRRL_1360_metscf_10733	JN205855	91	96.703	1	91	279	82	4.43e-36	Circinella chinensis
NRRL_1360_metscf_10733	KT956972	88	96.591	1	88	956	79	2.06e-34	Circinella sp. YNW-2016a
