NRRL_1355_metscf_17	GQ458040	185	81.622	12987	13168	712	80	5.28e-33	Pichia fermentans
NRRL_1355_metscf_4299	KT736103	323	86.687	2419	2739	3392	190	3.72e-95	Mucor rudolphii
NRRL_1355_metscf_4299	KT736103	166	84.940	3603	3768	2189	89	5.20e-39	Mucor rudolphii
NRRL_1355_metscf_4299	KT736106	1550	88.774	4005	5530	1720	1009	0.0	Mucor lilianae
NRRL_1355_metscf_4299	KT736106	601	84.027	2819	3415	2862	309	2.62e-161	Mucor lilianae
NRRL_1355_metscf_4299	KT736106	298	86.242	2444	2739	3269	171	1.36e-84	Mucor lilianae
NRRL_1355_metscf_4299	KT736106	171	84.795	3603	3773	2091	91	4.02e-40	Mucor lilianae
NRRL_1355_metscf_4299	AB243296	1051	92.293	238	1285	5598	804	0.0	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	AB243296	1375	84.655	1375	2737	4411	726	0.0	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	AB243296	1089	82.736	4005	5067	1824	498	0.0	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	AB243296	352	90.909	5181	5530	641	254	9.84e-131	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	AB243296	454	78.194	2959	3397	2897	145	3.85e-70	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	AB243296	179	85.475	5644	5820	174	97	1.86e-43	Schizosaccharomyces japonicus
NRRL_1355_metscf_4299	KT276332	1057	91.958	237	1285	5249	793	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1355_metscf_4299	KT276332	1549	83.086	4005	5530	1742	726	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1355_metscf_4299	KT276332	1366	83.309	1388	2738	4079	661	0.0	Spathaspora sp. UFMG-CM-Y306
NRRL_1355_metscf_4299	KT276332	434	79.032	2977	3397	2577	147	2.98e-71	Spathaspora sp. UFMG-CM-Y306
NRRL_1355_metscf_4299	FJ422506	1057	91.580	230	1276	5530	779	0.0	Eremothecium sinecaudum
NRRL_1355_metscf_4299	FJ422506	1361	83.395	1388	2737	4334	665	0.0	Eremothecium sinecaudum
NRRL_1355_metscf_4299	FJ422506	1076	82.900	4005	5067	1795	501	0.0	Eremothecium sinecaudum
NRRL_1355_metscf_4299	FJ422506	352	88.636	5181	5530	640	230	2.16e-117	Eremothecium sinecaudum
NRRL_1355_metscf_4299	FJ422506	432	79.861	2993	3415	2811	160	1.77e-78	Eremothecium sinecaudum
NRRL_1355_metscf_4299	FJ422506	179	86.034	5644	5820	174	100	3.99e-45	Eremothecium sinecaudum
NRRL_1355_metscf_4299	GU214688	1055	91.185	234	1285	5281	772	0.0	Epicoleosporium ramularioides
NRRL_1355_metscf_4299	GU214688	1373	82.593	1375	2737	4124	637	0.0	Epicoleosporium ramularioides
NRRL_1355_metscf_4299	GU214688	1082	82.255	4001	5067	1735	482	0.0	Epicoleosporium ramularioides
NRRL_1355_metscf_4299	GU214688	348	90.230	5185	5530	565	244	3.56e-125	Epicoleosporium ramularioides
NRRL_1355_metscf_4299	JQ612155	1074	90.782	230	1296	5415	769	0.0	Candida tunisiensis
NRRL_1355_metscf_4299	JQ612155	1849	80.909	4005	5817	1796	745	0.0	Candida tunisiensis
NRRL_1355_metscf_4299	JQ612155	1367	83.614	1386	2738	4231	678	0.0	Candida tunisiensis
NRRL_1355_metscf_4299	JQ612155	447	79.642	2977	3415	2722	166	8.16e-82	Candida tunisiensis
NRRL_1355_metscf_4299	MF004311	1055	90.995	234	1285	5398	766	0.0	Aspergillus keveii
NRRL_1355_metscf_4299	MF004311	1354	82.127	1386	2730	4225	613	0.0	Aspergillus keveii
NRRL_1355_metscf_4299	MF004311	1061	82.092	4492	5530	1333	472	0.0	Aspergillus keveii
NRRL_1355_metscf_4299	MF004311	399	82.957	4005	4398	1797	189	1.34e-94	Aspergillus keveii
NRRL_1355_metscf_4299	MF004311	179	85.475	5644	5820	173	97	1.86e-43	Aspergillus keveii
NRRL_1355_metscf_12577	AY859585	147	85.034	82	227	3660	80	1.73e-35	Mantis religiosa
NRRL_1355_metscf_12577	KJ461179	147	85.034	82	227	6192	80	1.73e-35	Enithares chinensis
NRRL_1355_metscf_12577	JF719826	147	84.354	82	227	4546	77	8.05e-34	Calacanthia grandis
NRRL_1355_metscf_12577	KJ461288	147	84.354	82	227	6784	77	8.05e-34	Nabis sinicus
NRRL_1355_metscf_12577	KM278219	147	84.354	82	227	7101	77	8.05e-34	Brontostoma colossus
