NRRL_6351_metscf_8	JX109844	562	75.623	34399	34936	1422	130	3.24e-60	Antrodia serialis
NRRL_6351_metscf_522	EU276014	367	89.373	5083	5447	5534	245	1.46e-125	Aurelia sp. Incheon-2006
NRRL_6351_metscf_522	AM943655	360	89.444	5083	5442	5257	243	1.88e-124	Zygosaccharomyces rouxii
NRRL_6351_metscf_522	FJ422506	618	80.744	5083	5681	5179	243	1.88e-124	Eremothecium sinecaudum
NRRL_6351_metscf_532	JQ612155	308	85.714	6854	7161	5088	175	1.10e-86	Candida tunisiensis
NRRL_6351_metscf_532	EU276014	310	85.806	6854	7161	5559	175	1.10e-86	Aurelia sp. Incheon-2006
NRRL_6351_metscf_532	KY212123	310	85.806	6854	7161	5436	175	1.10e-86	Chrysaora pacifica
NRRL_6351_metscf_532	AB243296	309	85.113	6854	7161	5279	168	8.57e-83	Schizosaccharomyces japonicus
NRRL_6351_metscf_532	HQ718592	309	84.142	6854	7161	5530	160	2.40e-78	Demodex brevis
NRRL_6351_metscf_532	KU356790	310	84.194	6854	7161	6073	160	2.40e-78	Centropyge nox
NRRL_6351_metscf_532	KU356791	310	84.194	6854	7161	6101	160	2.40e-78	Genicanthus lamarck
NRRL_6351_metscf_532	KU240018	310	84.194	6854	7161	6139	160	2.40e-78	Apolemichthys arcuatus
NRRL_6351_metscf_532	KU244240	310	84.194	6854	7161	6202	160	2.40e-78	Pygoplites diacanthus
NRRL_6351_metscf_532	KU356781	310	84.194	6854	7161	6207	160	2.40e-78	Centropyge venusta
NRRL_6351_metscf_551	EU040243	2247	89.675	4929	7170	1090	1543	0.0	Toxicocladosporium irritans
NRRL_6351_metscf_551	EU040243	418	83.014	4178	4590	503	199	4.27e-100	Toxicocladosporium irritans
NRRL_6351_metscf_551	EU040243	175	88.571	3731	3904	161	113	2.74e-52	Toxicocladosporium irritans
NRRL_6351_metscf_551	GU214693	2247	89.408	4930	7170	2773	1524	0.0	Ramularia stellariicola
NRRL_6351_metscf_551	GU214693	1734	89.504	1831	3551	8	1176	0.0	Ramularia stellariicola
NRRL_6351_metscf_551	GU214693	439	81.321	4156	4590	2169	184	9.30e-92	Ramularia stellariicola
NRRL_6351_metscf_551	GU214693	149	91.946	3756	3904	1879	113	2.74e-52	Ramularia stellariicola
NRRL_6351_metscf_551	GU214689	2247	89.275	4930	7170	2776	1515	0.0	Cercosporella acroptili
NRRL_6351_metscf_551	GU214689	1734	89.504	1831	3551	11	1176	0.0	Cercosporella acroptili
NRRL_6351_metscf_551	GU214689	439	81.549	4156	4590	2172	187	2.00e-93	Cercosporella acroptili
NRRL_6351_metscf_551	GU214689	149	91.946	3756	3904	1882	113	2.74e-52	Cercosporella acroptili
NRRL_6351_metscf_551	EU167598	2246	89.270	4930	7170	2823	1514	0.0	Mycosphaerella stromatosa
NRRL_6351_metscf_551	EU167598	1700	89.765	1864	3551	1	1167	0.0	Mycosphaerella stromatosa
NRRL_6351_metscf_551	EU167598	419	81.623	4178	4590	2240	178	2.01e-88	Mycosphaerella stromatosa
NRRL_6351_metscf_551	EU167598	163	90.184	3742	3904	1915	114	7.61e-53	Mycosphaerella stromatosa
NRRL_6351_metscf_551	EU019250	2250	89.200	4929	7170	1153	1511	0.0	Stenella araguata
NRRL_6351_metscf_551	EU019250	444	80.856	4153	4590	548	178	2.01e-88	Stenella araguata
NRRL_6351_metscf_551	EU019250	149	91.275	3756	3904	243	110	1.27e-50	Stenella araguata
NRRL_6351_metscf_551	GU214688	2246	89.047	4930	7170	2780	1499	0.0	Epicoleosporium ramularioides
NRRL_6351_metscf_551	GU214688	1735	89.395	1831	3551	8	1171	0.0	Epicoleosporium ramularioides
NRRL_6351_metscf_551	GU214688	432	81.713	4178	4604	2199	186	7.19e-93	Epicoleosporium ramularioides
NRRL_6351_metscf_551	GU214688	174	89.080	3731	3904	1859	115	2.12e-53	Epicoleosporium ramularioides
NRRL_6351_metscf_551	GU214695	2250	88.933	4930	7170	2785	1490	0.0	Xenoramularia polygonicola
NRRL_6351_metscf_551	GU214695	1747	89.296	1816	3551	1	1175	0.0	Xenoramularia polygonicola
NRRL_6351_metscf_551	GU214695	405	81.728	4190	4590	2214	175	9.37e-87	Xenoramularia polygonicola
NRRL_6351_metscf_551	GU214695	146	92.466	3750	3895	1872	113	2.74e-52	Xenoramularia polygonicola
NRRL_6351_metscf_551	MF004311	2241	88.800	4942	7170	2898	1477	0.0	Aspergillus keveii
NRRL_6351_metscf_551	MF004311	1815	87.438	1754	3551	1	1114	0.0	Aspergillus keveii
NRRL_6351_metscf_551	MF004311	435	82.069	4178	4604	2292	192	3.32e-96	Aspergillus keveii
NRRL_6351_metscf_551	MF004311	144	88.889	3756	3899	1956	96	7.72e-43	Aspergillus keveii
NRRL_6351_metscf_551	AB243296	1835	90.681	1754	3551	1	1298	0.0	Schizosaccharomyces japonicus
NRRL_6351_metscf_551	AB243296	1365	89.304	4930	6284	3056	920	0.0	Schizosaccharomyces japonicus
NRRL_6351_metscf_551	AB243296	787	94.536	6384	7170	4549	657	0.0	Schizosaccharomyces japonicus
NRRL_6351_metscf_551	AB243296	447	82.327	4170	4606	2435	203	2.55e-102	Schizosaccharomyces japonicus
NRRL_6351_metscf_551	AB243296	156	92.949	3756	3909	2014	121	9.78e-57	Schizosaccharomyces japonicus
NRRL_6351_metscf_551	AB035588	1788	89.989	1775	3551	1	1242	0.0	Cryptococcus fragicola
NRRL_6351_metscf_551	AB035588	177	93.220	3749	3925	1889	139	9.64e-67	Cryptococcus fragicola
NRRL_6351_metscf_589	KT336720	125	88.800	4048	4172	5061	83	9.51e-36	Candida ranongensis
NRRL_6351_metscf_589	KT336719	125	88.800	4048	4172	5015	83	9.51e-36	Candida neorugosa
NRRL_6351_metscf_589	KT336722	125	88.800	4048	4172	4973	83	9.51e-36	Candida sp. NRRL Y-27665
NRRL_6351_metscf_589	KY670632	124	87.903	4049	4172	5885	79	1.59e-33	Leucettidae sp. Sp11
NRRL_6351_metscf_589	AY198400	119	88.235	4054	4172	5648	77	2.06e-32	Nakaseomyces delphensis
NRRL_6351_metscf_589	JQ612155	187	80.749	3988	4172	5483	77	2.06e-32	Candida tunisiensis
NRRL_6351_metscf_589	KT276332	125	86.400	4048	4172	5263	74	9.57e-31	Spathaspora sp. UFMG-CM-Y306
NRRL_6351_metscf_788	MT784100	91	94.505	1756	1846	5325	76	2.59e-32	Drosera intermedia
NRRL_6351_metscf_788	MF004311	91	94.505	1756	1846	5070	76	2.59e-32	Aspergillus keveii
NRRL_6351_metscf_788	EU167598	91	94.505	1756	1846	4996	76	2.59e-32	Mycosphaerella stromatosa
NRRL_6351_metscf_788	EU040243	91	94.505	1756	1846	3267	76	2.59e-32	Toxicocladosporium irritans
NRRL_6351_metscf_788	GU214688	91	94.505	1756	1846	4953	76	2.59e-32	Epicoleosporium ramularioides
NRRL_6351_metscf_788	KF737866	91	94.505	1756	1846	5295	76	2.59e-32	Pseudozyma sp. GHG001
NRRL_6351_metscf_788	GU214669	91	94.505	1756	1846	5286	76	2.59e-32	Phacellium paspali
NRRL_6351_metscf_788	GU214695	91	94.505	1756	1846	4959	76	2.59e-32	Xenoramularia polygonicola
NRRL_6351_metscf_788	GU214689	91	94.505	1756	1846	4951	76	2.59e-32	Cercosporella acroptili
NRRL_6351_metscf_788	GU214693	91	94.505	1756	1846	4948	76	2.59e-32	Ramularia stellariicola
NRRL_6351_metscf_1371	HQ630318	209	100.000	1	209	209	209	3.68e-107	Mortierella clonocystis
NRRL_6351_metscf_1371	HQ630319	209	100.000	1	209	209	209	3.68e-107	Mortierella epicladia
NRRL_6351_metscf_1371	HQ630322	209	100.000	1	209	209	209	3.68e-107	Mortierella horticola
NRRL_6351_metscf_1371	HQ630323	209	100.000	1	209	209	209	3.68e-107	Mortierella minutissima var. dubia
NRRL_6351_metscf_1371	JN943793	233	96.137	1	231	232	204	2.22e-104	Mortierella humilis
NRRL_6351_metscf_1371	JN943794	254	84.646	1	231	254	125	1.83e-60	Mortierella epigama
NRRL_6351_metscf_1371	MH855655	260	81.538	1	246	260	105	2.40e-49	Mortierella hyalina
NRRL_6351_metscf_1371	HQ630317	196	85.204	1	193	199	103	3.10e-48	Mortierella microzygospora
NRRL_6351_metscf_1371	HQ630294	212	83.491	1	209	205	102	1.11e-47	Mortierella kuhlmanii
NRRL_6351_metscf_1371	HQ630293	211	83.412	1	209	203	101	4.01e-47	Mortierella gemmifera
NRRL_6351_metscf_1439	JQ612155	201	88.060	1	201	5132	128	3.50e-62	Candida tunisiensis
NRRL_6351_metscf_1439	AB243296	206	86.893	1	205	5323	123	2.11e-59	Schizosaccharomyces japonicus
NRRL_6351_metscf_1439	JN547815	197	86.802	1	197	3857	118	1.27e-56	Tetrahymena thermophila
NRRL_6351_metscf_1439	AF158724	198	86.869	1	196	3844	117	4.56e-56	Styela plicata
NRRL_6351_metscf_1439	HQ718592	201	86.070	1	201	5574	116	1.64e-55	Demodex brevis
NRRL_6351_metscf_1439	AF061799	208	85.577	1	206	3972	115	5.90e-55	Hydrolagus colliei
NRRL_6351_metscf_1439	KU356790	208	85.577	1	206	6117	115	5.90e-55	Centropyge nox
NRRL_6351_metscf_1439	KU356791	208	85.577	1	206	6145	115	5.90e-55	Genicanthus lamarck
NRRL_6351_metscf_1439	KU240018	208	85.577	1	206	6183	115	5.90e-55	Apolemichthys arcuatus
NRRL_6351_metscf_1439	KU244240	208	85.577	1	206	6246	115	5.90e-55	Pygoplites diacanthus
NRRL_6351_metscf_1754	KT336720	115	92.174	1	115	4871	87	1.08e-39	Candida ranongensis
NRRL_6351_metscf_1754	JQ612155	99	95.960	1	99	5232	87	1.08e-39	Candida tunisiensis
NRRL_6351_metscf_1754	KT336722	115	92.174	1	115	4783	87	1.08e-39	Candida sp. NRRL Y-27665
NRRL_6351_metscf_1754	KY670632	121	90.083	1	121	5695	85	1.40e-38	Leucettidae sp. Sp11
NRRL_6351_metscf_1754	KT336719	115	91.304	1	115	4825	84	5.05e-38	Candida neorugosa
NRRL_6351_metscf_1754	AM943655	110	91.818	1	110	5426	82	6.53e-37	Zygosaccharomyces rouxii
NRRL_6351_metscf_1754	KF647736	100	94.000	1	100	4588	82	6.53e-37	Metschnikowia dekortorum
NRRL_6351_metscf_1754	FJ422506	103	93.204	1	102	5348	81	2.35e-36	Eremothecium sinecaudum
NRRL_6351_metscf_1754	KT276332	115	90.435	1	115	5073	81	2.35e-36	Spathaspora sp. UFMG-CM-Y306
NRRL_6351_metscf_1754	AY198400	120	89.167	1	120	5464	80	8.45e-36	Nakaseomyces delphensis
