Species	Query Contig	Hit Accession	AlnLen	PercentIDMatch	QStart	QEnd	HStart	HEnd	Evalue	Hit Taxon
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_597	NG_065558	95	93.684	8391	8485	599	77	5.64e-33	Absidia psychrophilia
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_597	NG_065557	95	93.684	8391	8485	598	77	5.64e-33	Absidia californica
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_633	NG_065707	124	95.968	3663	3786	1509	107	1.07e-49	N/A
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_633	NG_061008	124	95.968	3663	3786	1533	107	1.07e-49	Chlamydoabsidia padenii
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_633	NG_062145	124	95.968	3663	3786	1537	107	1.07e-49	Bensingtonia yuccicola
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_633	NG_062142	124	95.968	3663	3786	1517	107	1.07e-49	Bensingtonia miscanthi
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_633	NG_061033	124	95.968	3663	3786	1519	107	1.07e-49	Kondoa malvinella
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_751	NG_065640	86	96.512	10793	10878	656	77	3.55e-33	Absidia stercoraria
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_869	NG_065707	1720	97.151	4527	6242	1715	1568	0.0	N/A
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_869	NG_061008	1771	95.652	4505	6270	1762	1533	0.0	Chlamydoabsidia padenii
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_869	NG_062386	1797	88.314	4496	6270	1778	1146	0.0	Backusella variabilis
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_869	NG_061009	1777	88.407	4505	6267	1751	1139	0.0	Backusella circina
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_869	NG_065558	1159	97.412	5113	6270	1157	1067	0.0	Absidia psychrophilia
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_1847	NG_065707	103	94.175	1	102	944	84	1.76e-38	N/A
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_1847	NG_061008	103	94.175	1	102	970	84	1.76e-38	Chlamydoabsidia padenii
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_1847	NG_065558	103	94.175	1	102	972	84	1.76e-38	Absidia psychrophilia
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_1847	NG_065557	103	94.175	1	102	971	84	1.76e-38	Absidia californica
Absidia_cylindrospora_NRRL_1341	NRRL_1341_metscf_1847	NG_065640	104	93.269	1	102	940	82	2.27e-37	Absidia stercoraria
Mucor_sp._NRRL_A-14906	NRRL_A-14906_plascf_1_covcut_564	NG_065588	1747	99.943	7451	9197	1747	1744	0.0	Mucor circinelloides
Mucor_sp._NRRL_A-14906	NRRL_A-14906_plascf_1_covcut_564	NG_065498	1760	99.318	7454	9212	1760	1723	0.0	Mucor racemosus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_plascf_1_covcut_564	NG_065592	1733	99.596	7453	9185	1733	1712	0.0	Mucor circinelloides f. janssenii
Mucor_sp._NRRL_A-14906	NRRL_A-14906_plascf_1_covcut_564	NG_065589	1753	99.201	7446	9197	1753	1710	0.0	Mucor brunneogriseus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_plascf_1_covcut_564	NG_065591	1728	99.306	7460	9185	1728	1691	0.0	Mucor circinelloides f. griseocyanus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_25	NG_065592	206	95.631	78677	78882	1550	179	4.90e-89	Mucor circinelloides f. janssenii
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_25	NG_065590	206	95.631	78677	78882	1546	179	4.90e-89	Mucor circinelloides f. lusitanicus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_25	NG_065588	206	95.631	78677	78882	1562	179	4.90e-89	Mucor circinelloides
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_25	NG_065591	206	94.660	78677	78882	1552	173	1.06e-85	Mucor circinelloides f. griseocyanus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_25	NG_062621	206	94.660	78677	78882	1570	173	1.06e-85	Rhizopus oryzae
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_67	NG_063235	100	95.000	27860	27959	102	85	6.43e-37	Poitrasia circinans
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_67	NG_062025	101	93.069	27867	27967	102	80	3.87e-34	Trichosporon dermatis
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_67	NG_063520	105	91.429	27867	27971	110	78	5.00e-33	Sporobolomyces yunnanensis
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_67	NG_065486	111	90.090	27867	27977	114	78	5.00e-33	Sporobolomyces foliicola
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_67	NG_063386	111	90.090	27867	27977	114	78	5.00e-33	Fellomyces penicillatus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_173	NG_065587	101	97.030	46023	46123	3	91	2.15e-40	Mucor lanceolatus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_173	NG_065589	101	97.030	46023	46123	3	91	2.15e-40	Mucor brunneogriseus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_173	NG_065588	101	97.030	46023	46123	3	91	2.15e-40	Mucor circinelloides
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_173	NG_065498	101	97.030	46023	46123	18	91	2.15e-40	Mucor racemosus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_173	NG_062759	102	96.078	46023	46123	18	88	1.00e-38	Pilaira moreaui var. caucasica
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_966	NG_065588	1747	99.943	4524	6270	1747	1744	0.0	Mucor circinelloides
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_966	NG_065498	1760	99.318	4527	6285	1760	1723	0.0	Mucor racemosus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_966	NG_065592	1733	99.596	4526	6258	1733	1712	0.0	Mucor circinelloides f. janssenii
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_966	NG_065589	1753	99.201	4519	6270	1753	1710	0.0	Mucor brunneogriseus
Mucor_sp._NRRL_A-14906	NRRL_A-14906_metscf_966	NG_065591	1728	99.306	4533	6258	1728	1691	0.0	Mucor circinelloides f. griseocyanus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_63	NG_065587	83	96.386	50245	50327	1439	74	7.80e-31	Mucor lanceolatus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_63	NG_065592	83	96.386	50245	50327	1427	74	7.80e-31	Mucor circinelloides f. janssenii
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_63	NG_065591	83	96.386	50245	50327	1429	74	7.80e-31	Mucor circinelloides f. griseocyanus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_63	NG_065590	83	96.386	50245	50327	1423	74	7.80e-31	Mucor circinelloides f. lusitanicus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_63	NG_065589	83	96.386	50245	50327	1440	74	7.80e-31	Mucor brunneogriseus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_146	NG_065587	101	97.030	46184	46284	3	91	2.16e-40	Mucor lanceolatus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_146	NG_065589	101	97.030	46184	46284	3	91	2.16e-40	Mucor brunneogriseus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_146	NG_065588	101	97.030	46184	46284	3	91	2.16e-40	Mucor circinelloides
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_146	NG_065498	101	97.030	46184	46284	18	91	2.16e-40	Mucor racemosus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_146	NG_062759	102	96.078	46184	46284	18	88	1.00e-38	Pilaira moreaui var. caucasica
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_188	NG_063235	100	95.000	36942	37041	3	85	4.16e-37	Poitrasia circinans
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_188	NG_062025	101	93.069	36934	37034	2	80	2.51e-34	Trichosporon dermatis
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_188	NG_063520	105	91.429	36930	37034	6	78	3.24e-33	Sporobolomyces yunnanensis
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_188	NG_065486	111	90.090	36924	37034	4	78	3.24e-33	Sporobolomyces foliicola
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_188	NG_063386	111	90.090	36924	37034	4	78	3.24e-33	Fellomyces penicillatus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_982	NG_065588	1747	99.943	862	2608	1	1744	0.0	Mucor circinelloides
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_982	NG_065498	1760	99.432	847	2605	1	1729	0.0	Mucor racemosus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_982	NG_065589	1753	99.315	862	2613	1	1716	0.0	Mucor brunneogriseus
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_982	NG_065592	1733	99.596	874	2606	1	1712	0.0	Mucor circinelloides f. janssenii
Circinomucor_circinelloides_NRRL_22899	NRRL_22899_metscf_982	NG_065591	1728	99.306	874	2599	1	1691	0.0	Mucor circinelloides f. griseocyanus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_91	NG_063235	1794	96.934	6509	8297	1787	1623	0.0	Poitrasia circinans
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_91	NG_065587	1755	97.265	6515	8264	1752	1607	0.0	Mucor lanceolatus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_91	NG_065498	1765	97.054	6523	8279	1760	1602	0.0	Mucor racemosus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_91	NG_065589	1758	97.042	6515	8264	1753	1595	0.0	Mucor brunneogriseus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_91	NG_065588	1752	97.032	6520	8264	1747	1590	0.0	Mucor circinelloides
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_10	NG_063235	1794	96.934	6513	8301	1787	1623	0.0	Poitrasia circinans
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_10	NG_065587	1755	97.265	6519	8268	1752	1607	0.0	Mucor lanceolatus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_10	NG_065498	1765	97.054	6527	8283	1760	1602	0.0	Mucor racemosus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_10	NG_065589	1758	97.042	6519	8268	1753	1595	0.0	Mucor brunneogriseus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_plascf_1_covcut_10	NG_065588	1752	97.032	6524	8268	1747	1590	0.0	Mucor circinelloides
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_metscf_730	NG_063235	1794	96.934	1061	2849	1	1623	0.0	Poitrasia circinans
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_metscf_730	NG_065587	1755	97.265	1094	2843	1	1607	0.0	Mucor lanceolatus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_metscf_730	NG_065498	1765	97.054	1079	2835	1	1602	0.0	Mucor racemosus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_metscf_730	NG_065589	1758	97.042	1094	2843	1	1595	0.0	Mucor brunneogriseus
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	NRRL_1894_metscf_730	NG_065588	1752	97.032	1094	2838	1	1590	0.0	Mucor circinelloides
Cunninghamella_brunnea_NRRL_6143	NRRL_6143_metscf_478	NG_061008	1787	91.382	4640	6419	1762	1309	0.0	Chlamydoabsidia padenii
Cunninghamella_brunnea_NRRL_6143	NRRL_6143_metscf_478	NG_065707	1734	91.465	4662	6386	1715	1273	0.0	N/A
Cunninghamella_brunnea_NRRL_6143	NRRL_6143_metscf_478	NG_062011	1853	83.216	4605	6438	1776	873	0.0	Candida diddensiae
Cunninghamella_brunnea_NRRL_6143	NRRL_6143_metscf_478	NG_062018	1854	83.225	4605	6438	1777	872	0.0	Candida naeodendra
Cunninghamella_brunnea_NRRL_6143	NRRL_6143_metscf_478	NG_065558	1170	91.026	5256	6419	1157	845	0.0	Absidia psychrophilia
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_065601	1754	85.519	2017	3728	14	965	0.0	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070865	1084	88.561	2711	3775	738	697	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070865	631	89.857	1956	2582	1	433	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070867	1087	88.040	2711	3777	734	682	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070867	631	89.699	1953	2582	1	429	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070866	1070	85.234	2708	3761	1217	577	0.0	Mycoemilia scoparia
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_070866	513	83.041	2002	2509	1	244	3.32e-126	Mycoemilia scoparia
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_061005	1063	85.042	2711	3757	719	566	0.0	Spiromyces minutus
Coemansia_sp._RSA_637	RSA_637_metscf_439	NG_061005	606	85.149	1976	2577	1	328	6.70e-173	Spiromyces minutus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070691	1093	88.564	5436	6512	1731	699	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070691	606	92.739	6616	7215	602	468	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070850	1099	86.442	5425	6507	1849	631	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070850	642	88.162	6652	7286	634	405	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_065501	1103	85.766	5425	6512	1787	611	0.0	Conidiobolus rhysosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_065501	636	90.094	6654	7286	635	444	0.0	Conidiobolus rhysosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070283	936	86.538	5573	6502	1579	539	0.0	Basidiobolus magnus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070283	569	90.158	6653	7213	566	394	0.0	Basidiobolus magnus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070282	936	86.432	5573	6502	1577	537	0.0	Basidiobolus heterosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_434	NG_070282	558	90.323	6653	7202	564	389	0.0	Basidiobolus heterosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070691	1093	88.564	3579	4655	660	699	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070691	606	92.739	2876	3475	2	468	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070850	1099	86.442	3584	4666	777	631	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070850	642	88.162	2805	3439	3	405	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_065501	1103	85.766	3579	4666	711	611	0.0	Conidiobolus rhysosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_065501	636	90.094	2805	3437	3	444	0.0	Conidiobolus rhysosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070283	936	86.538	3589	4518	676	539	0.0	Basidiobolus magnus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070283	569	90.158	2878	3438	4	394	0.0	Basidiobolus magnus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070282	936	86.432	3589	4518	674	537	0.0	Basidiobolus heterosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_plascf_1_covcut_564	NG_070282	558	90.323	2889	3438	12	389	0.0	Basidiobolus heterosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_070691	1093	88.564	2501	3577	660	699	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_070691	606	92.739	1798	2397	2	468	0.0	Entomophaga destruens
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_070850	1099	86.442	2506	3588	777	631	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_070850	642	88.162	1727	2361	3	405	0.0	Pandora blunckii
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_065501	1103	85.766	2501	3588	711	611	0.0	Conidiobolus rhysosporus
Conidiobolus_lamprauges_ARSEF_2338	ARSEF_2338_metscf_1970	NG_065501	636	90.094	1727	2359	3	444	0.0	Conidiobolus rhysosporus
